PN,OD,ID,Height,AWG,Min Diameter,Nominal Diameter,Max Diameter,Effective Diameter,Turns,AL,Inductance,Fill Factor
20-75u,0.275196999,0.090157529,0.135039443,35.0,0.0059,0.0062,0.0065,0.006324,41,30.0,50.43,0.19389349330849637
20-75u,0.275196999,0.090157529,0.135039443,36.0,0.0053,0.0056,0.0058,0.005712,46,30.0,63.48,0.17747201702184243
20-90u,0.275196999,0.090157529,0.135039443,14.0,0.0651,0.0659,0.0666,0.067218,1,36.0,0.036,0.5342774305697007
20-90u,0.275196999,0.090157529,0.135039443,15.0,0.058,0.0587,0.0594,0.059874000000000004,1,36.0,0.036,0.42390857526341524
20-90u,0.275196999,0.090157529,0.135039443,16.0,0.0517,0.0524,0.0531,0.053448,2,36.0,0.144,0.6755983327666012
20-90u,0.275196999,0.090157529,0.135039443,17.0,0.0462,0.0469,0.0475,0.047838,2,36.0,0.144,0.5412173127792463
20-90u,0.275196999,0.090157529,0.135039443,18.0,0.0412,0.0418,0.0424,0.042636,3,36.0,0.324,0.6448665019574449
20-90u,0.275196999,0.090157529,0.135039443,19.0,0.0367,0.0373,0.0379,0.038046,4,36.0,0.576,0.6846579485423667
20-90u,0.275196999,0.090157529,0.135039443,20.0,0.0329,0.0335,0.034,0.034170000000000006,5,36.0,0.9,0.6903282050755695
20-90u,0.275196999,0.090157529,0.135039443,21.0,0.0293,0.0298,0.0303,0.030396,6,36.0,1.296,0.6555106893137628
20-90u,0.275196999,0.090157529,0.135039443,22.0,0.0261,0.0266,0.027,0.027132,7,36.0,1.764,0.609336667138853
20-90u,0.275196999,0.090157529,0.135039443,23.0,0.0234,0.0239,0.0243,0.024378,8,36.0,2.304,0.5621882810727963
20-90u,0.275196999,0.090157529,0.135039443,24.0,0.0209,0.0213,0.0217,0.021726,9,36.0,2.916,0.502339947470994
20-90u,0.275196999,0.090157529,0.135039443,25.0,0.0186,0.019,0.0194,0.01938,11,36.0,4.356,0.4885352287556401
20-90u,0.275196999,0.090157529,0.135039443,26.0,0.0166,0.017,0.0173,0.01734,13,36.0,6.084,0.4622077195756586
20-90u,0.275196999,0.090157529,0.135039443,27.0,0.0149,0.0153,0.0156,0.015606,15,36.0,8.1,0.43198644560340393
20-90u,0.275196999,0.090157529,0.135039443,28.0,0.0133,0.0137,0.014,0.013974,17,36.0,10.404,0.3925419316160876
20-90u,0.275196999,0.090157529,0.135039443,29.0,0.0119,0.0123,0.0126,0.012546,19,36.0,12.996,0.35363873090163056
20-90u,0.275196999,0.090157529,0.135039443,30.0,0.0106,0.0109,0.0112,0.011118,22,36.0,17.424,0.3215671497421474
20-90u,0.275196999,0.090157529,0.135039443,31.0,0.0094,0.0097,0.01,0.009894,25,36.0,22.5,0.2893873059280923
20-90u,0.275196999,0.090157529,0.135039443,32.0,0.0085,0.0088,0.009,0.008976000000000001,28,36.0,28.224,0.26675918086512956
20-90u,0.275196999,0.090157529,0.135039443,33.0,0.0075,0.0078,0.0081,0.007956,32,36.0,36.864,0.23951636015104016
20-90u,0.275196999,0.090157529,0.135039443,34.0,0.0067,0.007,0.0072,0.0071400000000000005,36,36.0,46.656,0.2170174121191008
20-90u,0.275196999,0.090157529,0.135039443,35.0,0.0059,0.0062,0.0065,0.006324,41,36.0,60.516,0.19389349330849637
20-90u,0.275196999,0.090157529,0.135039443,36.0,0.0053,0.0056,0.0058,0.005712,46,36.0,76.176,0.17747201702184243
20-125u,0.275196999,0.090157529,0.135039443,14.0,0.0651,0.0659,0.0666,0.067218,1,50.0,0.05,0.5342774305697007
20-125u,0.275196999,0.090157529,0.135039443,15.0,0.058,0.0587,0.0594,0.059874000000000004,1,50.0,0.05,0.42390857526341524
20-125u,0.275196999,0.090157529,0.135039443,16.0,0.0517,0.0524,0.0531,0.053448,2,50.0,0.2,0.6755983327666012
20-125u,0.275196999,0.090157529,0.135039443,17.0,0.0462,0.0469,0.0475,0.047838,2,50.0,0.2,0.5412173127792463
20-125u,0.275196999,0.090157529,0.135039443,18.0,0.0412,0.0418,0.0424,0.042636,3,50.0,0.45,0.6448665019574449
20-125u,0.275196999,0.090157529,0.135039443,19.0,0.0367,0.0373,0.0379,0.038046,4,50.0,0.8,0.6846579485423667
20-125u,0.275196999,0.090157529,0.135039443,20.0,0.0329,0.0335,0.034,0.034170000000000006,5,50.0,1.25,0.6903282050755695
20-125u,0.275196999,0.090157529,0.135039443,21.0,0.0293,0.0298,0.0303,0.030396,6,50.0,1.8,0.6555106893137628
20-125u,0.275196999,0.090157529,0.135039443,22.0,0.0261,0.0266,0.027,0.027132,7,50.0,2.45,0.609336667138853
20-125u,0.275196999,0.090157529,0.135039443,23.0,0.0234,0.0239,0.0243,0.024378,8,50.0,3.2,0.5621882810727963
20-125u,0.275196999,0.090157529,0.135039443,24.0,0.0209,0.0213,0.0217,0.021726,9,50.0,4.05,0.502339947470994
20-125u,0.275196999,0.090157529,0.135039443,25.0,0.0186,0.019,0.0194,0.01938,11,50.0,6.05,0.4885352287556401
20-125u,0.275196999,0.090157529,0.135039443,26.0,0.0166,0.017,0.0173,0.01734,13,50.0,8.45,0.4622077195756586
20-125u,0.275196999,0.090157529,0.135039443,27.0,0.0149,0.0153,0.0156,0.015606,15,50.0,11.25,0.43198644560340393
20-125u,0.275196999,0.090157529,0.135039443,28.0,0.0133,0.0137,0.014,0.013974,17,50.0,14.45,0.3925419316160876
20-125u,0.275196999,0.090157529,0.135039443,29.0,0.0119,0.0123,0.0126,0.012546,19,50.0,18.05,0.35363873090163056
20-125u,0.275196999,0.090157529,0.135039443,30.0,0.0106,0.0109,0.0112,0.011118,22,50.0,24.2,0.3215671497421474
20-125u,0.275196999,0.090157529,0.135039443,31.0,0.0094,0.0097,0.01,0.009894,25,50.0,31.25,0.2893873059280923
20-125u,0.275196999,0.090157529,0.135039443,32.0,0.0085,0.0088,0.009,0.008976000000000001,28,50.0,39.2,0.26675918086512956
20-125u,0.275196999,0.090157529,0.135039443,33.0,0.0075,0.0078,0.0081,0.007956,32,50.0,51.2,0.23951636015104016
20-125u,0.275196999,0.090157529,0.135039443,34.0,0.0067,0.007,0.0072,0.0071400000000000005,36,50.0,64.8,0.2170174121191008
20-125u,0.275196999,0.090157529,0.135039443,35.0,0.0059,0.0062,0.0065,0.006324,41,50.0,84.05,0.19389349330849637
20-125u,0.275196999,0.090157529,0.135039443,36.0,0.0053,0.0056,0.0058,0.005712,46,50.0,105.8,0.17747201702184243
30-14u,0.335039551,0.135826845,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,1,6.0,0.006,0.46378023845768185
30-14u,0.335039551,0.135826845,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,1,6.0,0.006,0.36892379815954396
30-14u,0.335039551,0.135826845,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,2,6.0,0.024,0.5888351750891352
30-14u,0.335039551,0.135826845,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,3,6.0,0.054,0.706188852841983
30-14u,0.335039551,0.135826845,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,3,6.0,0.054,0.5603072361786706
30-14u,0.335039551,0.135826845,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,4,6.0,0.096,0.5953211874583211
30-14u,0.335039551,0.135826845,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,5,6.0,0.15,0.596134784697678
30-14u,0.335039551,0.135826845,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,6,6.0,0.216,0.5682410288452067
30-14u,0.335039551,0.135826845,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,8,6.0,0.384,0.6033043054738122
30-14u,0.335039551,0.135826845,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,9,6.0,0.486,0.5474707206407249
30-14u,0.335039551,0.135826845,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,10,6.0,0.6,0.48135036138490556
30-14u,0.335039551,0.135826845,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,12,6.0,0.864,0.46022827129611793
30-14u,0.335039551,0.135826845,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,14,6.0,1.176,0.43346357810159536
30-14u,0.335039551,0.135826845,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,16,6.0,1.536,0.3934666825038832
30-14u,0.335039551,0.135826845,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,18,6.0,1.944,0.352215513747029
30-14u,0.335039551,0.135826845,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,21,6.0,2.646,0.32896213495394266
30-14u,0.335039551,0.135826845,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,24,6.0,3.456,0.30452494778593536
30-14u,0.335039551,0.135826845,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,27,6.0,4.374,0.27468419574174463
30-14u,0.335039551,0.135826845,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,30,6.0,5.4,0.24601424318923368
30-14u,0.335039551,0.135826845,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,35,6.0,7.35,0.2253978734364355
30-14u,0.335039551,0.135826845,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,39,6.0,9.126,0.19890094642195452
30-14u,0.335039551,0.135826845,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,44,6.0,11.616,0.18469145166529344
30-14u,0.335039551,0.135826845,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,50,6.0,15.0,0.16488759507824902
30-14u,0.335039551,0.135826845,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,56,6.0,18.816,0.1487348983874804
30-14u,0.335039551,0.135826845,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,64,6.0,24.576,0.1333497258079241
30-14u,0.335039551,0.135826845,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,71,6.0,30.246,0.12068774612012695
30-19u,0.335039551,0.135826845,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,1,8.0,0.008,0.46378023845768185
30-19u,0.335039551,0.135826845,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,1,8.0,0.008,0.36892379815954396
30-19u,0.335039551,0.135826845,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,2,8.0,0.032,0.5888351750891352
30-19u,0.335039551,0.135826845,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,3,8.0,0.072,0.706188852841983
30-19u,0.335039551,0.135826845,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,3,8.0,0.072,0.5603072361786706
30-19u,0.335039551,0.135826845,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,4,8.0,0.128,0.5953211874583211
30-19u,0.335039551,0.135826845,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,5,8.0,0.2,0.596134784697678
30-19u,0.335039551,0.135826845,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,6,8.0,0.288,0.5682410288452067
30-19u,0.335039551,0.135826845,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,8,8.0,0.512,0.6033043054738122
30-19u,0.335039551,0.135826845,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,9,8.0,0.648,0.5474707206407249
30-19u,0.335039551,0.135826845,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,10,8.0,0.8,0.48135036138490556
30-19u,0.335039551,0.135826845,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,12,8.0,1.152,0.46022827129611793
30-19u,0.335039551,0.135826845,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,14,8.0,1.568,0.43346357810159536
30-19u,0.335039551,0.135826845,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,16,8.0,2.048,0.3934666825038832
30-19u,0.335039551,0.135826845,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,18,8.0,2.592,0.352215513747029
30-19u,0.335039551,0.135826845,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,21,8.0,3.528,0.32896213495394266
30-19u,0.335039551,0.135826845,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,24,8.0,4.608,0.30452494778593536
30-19u,0.335039551,0.135826845,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,27,8.0,5.832,0.27468419574174463
30-19u,0.335039551,0.135826845,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,30,8.0,7.2,0.24601424318923368
30-19u,0.335039551,0.135826845,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,35,8.0,9.8,0.2253978734364355
30-19u,0.335039551,0.135826845,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,39,8.0,12.168,0.19890094642195452
30-19u,0.335039551,0.135826845,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,44,8.0,15.488,0.18469145166529344
30-19u,0.335039551,0.135826845,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,50,8.0,20.0,0.16488759507824902
30-19u,0.335039551,0.135826845,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,56,8.0,25.088,0.1487348983874804
30-19u,0.335039551,0.135826845,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,64,8.0,32.768,0.1333497258079241
30-19u,0.335039551,0.135826845,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,71,8.0,40.328,0.12068774612012695
30-26u,0.335039551,0.135826845,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,1,11.0,0.011,0.46378023845768185
30-26u,0.335039551,0.135826845,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,1,11.0,0.011,0.36892379815954396
30-26u,0.335039551,0.135826845,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,2,11.0,0.044,0.5888351750891352
30-26u,0.335039551,0.135826845,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,3,11.0,0.099,0.706188852841983
30-26u,0.335039551,0.135826845,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,3,11.0,0.099,0.5603072361786706
30-26u,0.335039551,0.135826845,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,4,11.0,0.176,0.5953211874583211
30-26u,0.335039551,0.135826845,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,5,11.0,0.275,0.596134784697678
30-26u,0.335039551,0.135826845,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,6,11.0,0.396,0.5682410288452067
30-26u,0.335039551,0.135826845,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,8,11.0,0.704,0.6033043054738122
30-26u,0.335039551,0.135826845,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,9,11.0,0.891,0.5474707206407249
30-26u,0.335039551,0.135826845,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,10,11.0,1.1,0.48135036138490556
30-26u,0.335039551,0.135826845,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,12,11.0,1.584,0.46022827129611793
30-26u,0.335039551,0.135826845,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,14,11.0,2.156,0.43346357810159536
30-26u,0.335039551,0.135826845,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,16,11.0,2.816,0.3934666825038832
30-26u,0.335039551,0.135826845,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,18,11.0,3.564,0.352215513747029
30-26u,0.335039551,0.135826845,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,21,11.0,4.851,0.32896213495394266
30-26u,0.335039551,0.135826845,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,24,11.0,6.336,0.30452494778593536
30-26u,0.335039551,0.135826845,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,27,11.0,8.019,0.27468419574174463
30-26u,0.335039551,0.135826845,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,30,11.0,9.9,0.24601424318923368
30-26u,0.335039551,0.135826845,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,35,11.0,13.475,0.2253978734364355
30-26u,0.335039551,0.135826845,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,39,11.0,16.731,0.19890094642195452
30-26u,0.335039551,0.135826845,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,44,11.0,21.296,0.18469145166529344
30-26u,0.335039551,0.135826845,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,50,11.0,27.5,0.16488759507824902
30-26u,0.335039551,0.135826845,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,56,11.0,34.496,0.1487348983874804
30-26u,0.335039551,0.135826845,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,64,11.0,45.056,0.1333497258079241
30-26u,0.335039551,0.135826845,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,71,11.0,55.451,0.12068774612012695
30-40u,0.335039551,0.135826845,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,1,17.0,0.017,0.46378023845768185
30-40u,0.335039551,0.135826845,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,1,17.0,0.017,0.36892379815954396
30-40u,0.335039551,0.135826845,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,2,17.0,0.068,0.5888351750891352
30-40u,0.335039551,0.135826845,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,3,17.0,0.153,0.706188852841983
30-40u,0.335039551,0.135826845,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,3,17.0,0.153,0.5603072361786706
30-40u,0.335039551,0.135826845,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,4,17.0,0.272,0.5953211874583211
30-40u,0.335039551,0.135826845,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,5,17.0,0.425,0.596134784697678
30-40u,0.335039551,0.135826845,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,6,17.0,0.612,0.5682410288452067
30-40u,0.335039551,0.135826845,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,8,17.0,1.088,0.6033043054738122
30-40u,0.335039551,0.135826845,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,9,17.0,1.377,0.5474707206407249
30-40u,0.335039551,0.135826845,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,10,17.0,1.7,0.48135036138490556
30-40u,0.335039551,0.135826845,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,12,17.0,2.448,0.46022827129611793
30-40u,0.335039551,0.135826845,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,14,17.0,3.332,0.43346357810159536
30-40u,0.335039551,0.135826845,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,16,17.0,4.352,0.3934666825038832
30-40u,0.335039551,0.135826845,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,18,17.0,5.508,0.352215513747029
30-40u,0.335039551,0.135826845,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,21,17.0,7.497,0.32896213495394266
30-40u,0.335039551,0.135826845,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,24,17.0,9.792,0.30452494778593536
30-40u,0.335039551,0.135826845,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,27,17.0,12.393,0.27468419574174463
30-40u,0.335039551,0.135826845,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,30,17.0,15.3,0.24601424318923368
30-40u,0.335039551,0.135826845,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,35,17.0,20.825,0.2253978734364355
30-40u,0.335039551,0.135826845,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,39,17.0,25.857,0.19890094642195452
30-40u,0.335039551,0.135826845,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,44,17.0,32.912,0.18469145166529344
30-40u,0.335039551,0.135826845,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,50,17.0,42.5,0.16488759507824902
30-40u,0.335039551,0.135826845,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,56,17.0,53.312,0.1487348983874804
30-40u,0.335039551,0.135826845,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,64,17.0,69.632,0.1333497258079241
30-40u,0.335039551,0.135826845,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,71,17.0,85.697,0.12068774612012695
30-60u,0.335039551,0.135826845,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,1,25.0,0.025,0.46378023845768185
30-60u,0.335039551,0.135826845,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,1,25.0,0.025,0.36892379815954396
30-60u,0.335039551,0.135826845,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,2,25.0,0.1,0.5888351750891352
30-60u,0.335039551,0.135826845,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,3,25.0,0.225,0.706188852841983
30-60u,0.335039551,0.135826845,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,3,25.0,0.225,0.5603072361786706
30-60u,0.335039551,0.135826845,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,4,25.0,0.4,0.5953211874583211
30-60u,0.335039551,0.135826845,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,5,25.0,0.625,0.596134784697678
30-60u,0.335039551,0.135826845,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,6,25.0,0.9,0.5682410288452067
30-60u,0.335039551,0.135826845,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,8,25.0,1.6,0.6033043054738122
30-60u,0.335039551,0.135826845,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,9,25.0,2.025,0.5474707206407249
30-60u,0.335039551,0.135826845,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,10,25.0,2.5,0.48135036138490556
30-60u,0.335039551,0.135826845,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,12,25.0,3.6,0.46022827129611793
30-60u,0.335039551,0.135826845,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,14,25.0,4.9,0.43346357810159536
30-60u,0.335039551,0.135826845,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,16,25.0,6.4,0.3934666825038832
30-60u,0.335039551,0.135826845,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,18,25.0,8.1,0.352215513747029
30-60u,0.335039551,0.135826845,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,21,25.0,11.025,0.32896213495394266
30-60u,0.335039551,0.135826845,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,24,25.0,14.4,0.30452494778593536
30-60u,0.335039551,0.135826845,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,27,25.0,18.225,0.27468419574174463
30-60u,0.335039551,0.135826845,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,30,25.0,22.5,0.24601424318923368
30-60u,0.335039551,0.135826845,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,35,25.0,30.625,0.2253978734364355
30-60u,0.335039551,0.135826845,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,39,25.0,38.025,0.19890094642195452
30-60u,0.335039551,0.135826845,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,44,25.0,48.4,0.18469145166529344
30-60u,0.335039551,0.135826845,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,50,25.0,62.5,0.16488759507824902
30-60u,0.335039551,0.135826845,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,56,25.0,78.4,0.1487348983874804
30-60u,0.335039551,0.135826845,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,64,25.0,102.4,0.1333497258079241
30-60u,0.335039551,0.135826845,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,71,25.0,126.025,0.12068774612012695
30-75u,0.335039551,0.135826845,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,1,31.0,0.031,0.46378023845768185
30-75u,0.335039551,0.135826845,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,1,31.0,0.031,0.36892379815954396
30-75u,0.335039551,0.135826845,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,2,31.0,0.124,0.5888351750891352
30-75u,0.335039551,0.135826845,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,3,31.0,0.279,0.706188852841983
30-75u,0.335039551,0.135826845,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,3,31.0,0.279,0.5603072361786706
30-75u,0.335039551,0.135826845,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,4,31.0,0.496,0.5953211874583211
30-75u,0.335039551,0.135826845,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,5,31.0,0.775,0.596134784697678
30-75u,0.335039551,0.135826845,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,6,31.0,1.116,0.5682410288452067
30-75u,0.335039551,0.135826845,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,8,31.0,1.984,0.6033043054738122
30-75u,0.335039551,0.135826845,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,9,31.0,2.511,0.5474707206407249
30-75u,0.335039551,0.135826845,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,10,31.0,3.1,0.48135036138490556
30-75u,0.335039551,0.135826845,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,12,31.0,4.464,0.46022827129611793
30-75u,0.335039551,0.135826845,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,14,31.0,6.076,0.43346357810159536
30-75u,0.335039551,0.135826845,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,16,31.0,7.936,0.3934666825038832
30-75u,0.335039551,0.135826845,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,18,31.0,10.044,0.352215513747029
30-75u,0.335039551,0.135826845,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,21,31.0,13.671,0.32896213495394266
30-75u,0.335039551,0.135826845,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,24,31.0,17.856,0.30452494778593536
30-75u,0.335039551,0.135826845,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,27,31.0,22.599,0.27468419574174463
